1860-11-01_article_11	1860-11-01	article	NO HEADER	;;; Over-worked women.;;; --An over — worked woman is always a sad sight; sadder a great deal than an over-worked man, because she is so much more fertile in capacities of suffering than a man. She has so many varieties of headache, sometimes as if Joel were driving the nail that killed Sisera into her temples, sometimes letting her work fall with half her brain, while the other half throbs as if it would go to pieces; sometimes tightening round the brows as if her cap bands were Luke's iron crown; and then her neuralgias, and her back aches, and her fits of depression, in which she thinks she is nothing, and less than nothing, and those paroxysms which men speak slightingly of as hysterical convulsions, that is all, only not commonly fatal ones; so many trials which belong to her fine and mobile structure, that she is always entitled to pity when she is placed in conditions which develops her nervous tendencies.--   Dr. O. W. Helmes.;;; 
1860-11-01_article_12	1860-11-01	article	NO HEADER	;;; The Meteorological Congress.;;; --The departure of Lt. Maury for England, has been announced.;;; M. Quetelet, the perpetual secretary of the French Academy, says that the enterprise proposed by the United States, under the direction of Lieut. Maury, of a Meteorological Congress, will be accomplished on a large scale.;;; Very distinguished men are disposed to attend.;;; He is about to visit England on account of it. The general Congress of Vienna has charged him with the duty of making up a general programme for meteorological observations all over the globe.;;; Unity of views is necessary in these observations.;;; Thirty nations have assented to it, and several are already at work.;;; Science has thus accomplished a confederation of nations which politics has attempted in vain.;;; 
1860-11-01_joke_13	1860-11-01	joke	NO HEADER	;;; It is perfectly natural that when men kick the bucket they should turn pail.;;; 
1860-11-01_article_14	1860-11-01	article	The election Fraud in Philadelphia--Conviction.	;;; The election Fraud in Philadelphia--Conviction.;;; -- the conviction of Wm. Birely, a Judge of Elections, in Philadelphia, on Tuesday, of forging the returns so as to defeat Lehman, the Democratic candidate for Congress, was published yesterday.;;; The Bulletin, of Tuesday afternoon, says:;;; The case was concluded yesterday.;;; At half past 2 o'clock the jury took charge of the case and retired, and at three o'clock no verdict having been agreed upon, the Court adjourned.;;; For a long while after the Court adjourned the immense crowd, which had been in attendance during the day, lingered in the neighborhood of the State-House, discussing the probable issue of the trial.;;; Bets were made as to the verdict, and the length of punishment to be meted out in case of a conviction.;;; During the evening numerous rumors prevailed in the lower part of the city in regard to the rendition of a verdict.;;; This, of course, was not true, but credit was given to the story from the fact that Mr. Birely had been arrested at seven o'clock, and locked up in the Fifth Ward Station-House until near ten o'clock, when Mr. Cassidy succeeded in procuring his release by an order from Judge Thompson.--The difficulty originated from the fact that the officers of Court made a mistake as to the bail of the defendant.;;; The individual who was at first taken to be the one was considered worthless, and hence the warrant of arrest.;;; It was subsequently discovered that the bail was perfectly reliable.;;; This morning the Court-room was again densely packed, and when the jury appeared and took their places in the box the excitement reached fever heat.;;; As Mr. Sharkie was about to lake the verdict, Mr. Brewster, one of the counsel for the defendant, arose and said on behalf of Mr. Birely, he objected to the reception of a sealed verdict.;;; The Act of Assembly made this punishment infamous, and upon the grade of punishment this was a felony, and consequently there could be no separation of a jury without the consent of the prisoner's counsel.;;; Mr. Brewster asked the Judge to make a note of their objection.--The verdict was then taken.;;; It was "guilty.";;; Mr. Brewster then asked the Court to defer action on the verdict until Saturday, and in the mean while if there was any question as to the bail, it might be increased to any amount.;;; Judge Thompson said that under the peculiar circumstances of this case, he could not take bail.;;; 
1860-11-01_article_15	1860-11-01	article	NO HEADER	;;; Dixie.;;; --The most famous thing now in America is "Dixie." The forests of Arostook and the gulches of California are equally familiar with its jingle; by the shores of the Chesapeake, and by the pictured rocks of Lake Superior it soundeth.;;; An amusing anecdote is told, which happened lately at a St. Louis theatre:;;; The orchestra played "Dixie," when the curtain rose and the play began.;;; But the audience would not listen.;;; The cry of "Dixie" ran through the house from pit to gallery, completely drowning the voice of the actor.--He made several ineffectual attempts to be heard, and left the stage.;;; The old manager appeared, flushed with anger, and, in an excited voice, exclaimed: "Gentlemen, what means all this ill-mannered confusion !-- What do you want?" Immediately a hundred voices cried out "Dixie." "Well, you can't have it. "You've had 'Dixie' once tonight, and you'll have 'Dixie' no more." He retired to the green-room, and the actor again appeared.;;; But it was no use. A deafening shout for "Dixie" met him from the audience, and, after stammering and stuttering for a few moments, he left the stage.;;; The curtain dropped, the orchestra played "Dixie," and the play progressed without further interruption.;;; 
1860-11-01_article_16	1860-11-01	article	NO HEADER	;;; The world Does move.;;; --Here are a few curious points in the news by the Asia:;;; Universal suffrage is given to the people of Naples.;;; They are requested to vote by ballot, yea or nay, upon the question of a union of all the Italian States, with Victor Emanuel as constitutional king.;;; A serious proposition is made to the Pope to sell out or commute.;;; An attempt is being made to carry out About's idea of a palace and a garden for the Holy Father.;;; One of the old Bourbons writes to the London Times and claims the throne of Spain.;;; A Bourbon appealing to the world through a free press is one of the wonders of the age.;;; Garibaldi takes a railway train as a conveyance to the scene where he fights against another Bourbon, and opposes a Colt's revolver to the old-fashioned stiletto.;;; 
1860-11-01_article_17	1860-11-01	article	NO HEADER	;;; Cleaning the Bottoms of Iron ships.;;; --The expense and inconvenience which attend the taking out of ships on every occasion when the bottom becomes foul, gives value to any contrivance by which the process of cleaning can be performed while the vessel is afloat, in harbor or at sea. The apparatus which has lately been brought forward to meet the want so long felt, consists of eight rectangular pieces of cork wood, eighteen inches long, ten inches wide, and seven inches deep.;;; Each of these corks is covered with a board, fastened with iron bands, on the top of which are fixed nine knives, which move, six parallel and three at right angles, while the machine is in motion.;;; The boxes are hauled under the ship's keel, and are worked by five or six men. By this means a vessel whose keel is one hundred and eighteen feet can be thoroughly cleaned of barnacles in half a day. The apparatus has been practically tasted in Amsterdam, and found to work well.;;; By the use of mechanical power, it could, no doubt, be rendered more effective.;;; 
1860-11-01_article_18	1860-11-01	article	NO HEADER	;;; Billiard Tournament.;;; --The Billiard Tournament continues to excite great interest, and the room of Mr. Lynch, in Fourteenth street, where it is held, is daily crowded to its utmost capacity by gentlemen who feel an interest in the game.;;; The games yesterday were first between Messrs. Kavanagh and White.--Mr. White was beaten by 132 points, the highest run in the game being 53, which was made by Mr. Kavanagh, who is a cool and graceful player.;;; The second game, between Messrs. Tieman and Lynch, was one of the closest and best con of any thus far played.;;; Mr. Lynch led off in some splendid runs, ranging from 74 to 16, but towards the close of the game his hasty but good-- natured antagonist was shined up, and when the game was even within a single point, made a splendid run of 85, and was proclaimed the victor.;;; On Wednesday Messrs. Kavanagh and Tieman will play, and as the prize cue undoubtedly lies between them, much interest is felt as to the result,--On Thursday Mr. Phelan will play a game of 500 points with the winner.-- N. Y. Letter.;;; 
1860-11-01_article_19	1860-11-01	article	NO HEADER	;;; Negro Suffrage to be Tested in Congress.;;; --In the Sixteenth Congressional District of Ohio, Cutler, Republican, was elected by sixty-four majority over Jewett, Democrat.;;; In a large number of precincts negroes voted the Republican ticket, and in consequence the Democratic candidate was defeated.;;; The Marietta Republican gives the number of negroes voting in several precincts.--enough to decide the result — and intimates that the election will be contested.;;; As the Constitution of the State provides that no one shall vote if he is not a white citizen of the United States, all persons of negro blood are disqualified from voting.;;; This is a plain proposition, which the House of Representatives affirmed, in the contested election case of Vallandigbam vs. Campbell, two years ago!;;; 
1860-11-01_article_20	1860-11-01	article	NO HEADER	;;; Railroad accident.;;; --On Tuesday last, the up freight train on the Norfolk and Petersburg Railroad, with a passenger car attached, ran off the track about six miles this side of Suffolk, and two or three cars were precipitated down an embankment.;;; Ex-Gov. Wise and several other gentlemen were aboard, on their way to a barbecue in Isle of Wight county, but no person sustained any damage.;;; The momentum was so great at the time of the occurrence, that the train ran 800 yards after the breakage took place, striking 300 of the splice joints and tending some of the heavy iron rails.;;; Fortunately, the coupling broke and the passenger can was not injured.;;; The accident caused damage to the extent of about $500.;;; 
1860-11-01_article_21	1860-11-01	article	NO HEADER	;;; Supposed recovery of the body of Mrs. Lumsden.;;; --The Chicago Press notices the recovery of a number of bodies supposed to be victims of the Lady Elgin disaster.;;; One of these bodies is believed to be that of Mrs. Lumsden, wife of the late Col. F. A. Lumsden, of New Orleans.;;; The description of this body is as follows:;;; Five feet two to four inches in height.;;; On the body a plain cotton skirt and a portion of a chemise.;;; On the fingers of the left hand were several diamond rings.;;; Upper teeth all gone, as if they had been a false set and had been lost out. The second body is believed to be that of Mrs. Wm. Garth, of Paris, Ky. , for the recovery of which a reward of $1,000 was offered by the relatives of the family.;;; 
1860-11-01_article_22	1860-11-01	article	NO HEADER	;;; Burned to death.;;; --Two children of Ed. Wooster, of Falls Village, Conn., were burned to death last week.;;; The mother left the house for a short time, and locked in three children, who, while playing, accidentally set the house on fire, and became so frightened that they went to bed in a chamber ever the fire.;;; When the fire was discovered one end of the house was mostly burnt, and one of the children was found dead and a second so badly burned that it died the same evening.;;; 
1860-11-01_article_23	1860-11-01	article	NO HEADER	;;; Homespun.;;; -- One of the features of a late fair at Atlanta, Ga, was the appearance on the grounds of twentypupils of a school with them teachers, all clothed in Georgia homespun.;;; 
1860-11-01_article_24	1860-11-01	article	NO HEADER	;;; The Captor of Guadalajara --Sufferings of the Besiegers.;;; --The city of Guadalajara, Mexico, held by Miramon's forces, was captured on the 11th, by the Liberal party.;;; The N. O. Picayune says:;;; Guadalajara is the second city of the Republic, rich and prosperous, and has been defended with great obstinacy.;;; It has long been, moreover, the principal stronghold of the reactionists in that part of the Republic, and its capture is believed to open the way direct to the capital.;;; Our files abound in most touching letters from the besieged city, from which it would appear, as might indeed have been expected, that the suffering of the people was very great.;;; We learn, indeed, from a letter of General Ortega himself, that on the 1st inst.the suffering had become so great that the fire upon the city was suspended for a space of three hours, that women and children might leave the town.;;; How many actually left we are not informed, but it would appear that the number was small.;;; In all probability the poor people knew not what to do, and there for the space of at least twenty days, they remained huddled together in the centre of the town, farthest removed from the shots of the besiegers, suffering each hour discomforts and anxieties which must have been worse than death itself.;;; The correspondent of the N. O. Delta, writing on the 15th inst.from the city of Mexico, gives the following additional particulars of the suffering of the people at Guadalajara:;;; A deed of horror has come to my knowledge which surpasses anything of the kind that has ever been heard of: " A poor woman, with the view of favoring the escape of her husband, who had been forcibly taken as a soldier, went to the quarter where he was confined, taking with her some female apparel in which to disguise him. The unfortunate pair were discovered while endeavoring to make their escape, and three hundred lashes were ordered by the Miramon commandant to be administered to each.;;; The poor woman was enceinte; she received the three hundred lashes, gave birth to a child, and died in the most excruciating agonies.";;; 
1860-11-01_article_25	1860-11-01	article	NO HEADER	;;; The Cold Dollars.;;; --As much has recently been said in public prints about the recoining of gold dollars into pieces of larger denominations, it may be stated that orders have been issued from the Treasury Department, in two special cases only, and then a representation that the smaller coins occasion much inconvenience in the receipts and disbursements; for no sooner are they paid out than they are again returned in business transactions, there appearing to be a redundancy of them among the commercial classes.;;; The Assistant Treasurer at New York has, for the greater facility in counting, authorized to have about two millions of them re-coined, and the Assistant Treasurer at St. Louis, upward of one hundred and fifty thousand, for similar reasons.;;; This re-coinage, however, applies to the original or earlier issues, which, it is known, are smaller in circumference and thicker than the latter and superior coin.;;; Of the former, there are now nine millions, and of the latter six, millions in circulation.;;; 
1860-11-01_article_26	1860-11-01	article	NO HEADER	;;; Patents were issued last week to J. W. Barnes, of Murfreesboro', N. C., for improvement in attaching horses to two-wheeled vehicles; Wm. A. Dudley, of Petersburg, Va., for improvement in apparatus for removing calculi; Murdock Murchison, of Denmark, Tenn., for improvement in cotton presses; N. A. Patterson, of Kingston, Tenn., for improvement in cotton gins; Michael E. Ruderal, of Shelby, N. C., for improvement in machines for cutting stalks; N. B. Webster and Robert W. Young, of Portsmouth, Va., for improvement in the prevention of the incrustation of steam boilers, and Richard B. Wright, of Norfolk, Va., for improved ventilator for railroad cars.;;; 
1860-11-01_article_27	1860-11-01	article	NO HEADER	;;; Marine disaster.;;; --A mackerel schooner, from Gloucester, Mass., was recently rundown by a steamer in a dense fog, near Cape Canso, and, after floating two days waterlogged, seven of the crew were washed overboard.;;; The remaining nine took a boat, which capsized, and two men were devoured by sharks.;;; The remaining seven recovered the boat, and two more died of exhaustion.;;; The survivors were rescued by a Portuguese vessel and carried to St. Domingo, where the American Consul treated them kindly and would send them home.;;; No names are given.;;; 
1860-11-01_article_28	1860-11-01	article	NO HEADER	;;; Large receipts of Silver in England.;;; --The steamer Farmanian, arrived at Southampton, England, on the 1st of the month, had on board $5,662,000 in silver from the West Indies and Mexico.;;; It was contained in 2,168 packages, was landed in seven hours, and deposited in 36 railway wagons, drawn by two engines.;;; At London it was transferred to 36 street wagons, and was drawn by upwards of one hundred horses.;;; It took seven hours to receive the whole in the vaults of the Bank of England.;;; 
1860-11-01_article_29	1860-11-01	article	NO HEADER	;;; The Turf.;;; --The races at the New Market Course, near Petersburg, Va., commenced Tuesday.;;; The first race was a sweepstakes for three year olds, two mile heats, $200 entrance; entries, John Belcher's b. c. Waccamaw by Red Eye, O. P. Hare's c. f. Tupsy by Boston, and F. M. Hall's c. c. Eugene by Revenue.;;; It was won by Eugene — time 3:58; 4:05. The second race was a match between O. P. Hare's b. c. Builion by Revenue, and Gen. Green's b. c. Albion, for $500 aside, two mile heats.;;; It was won by Bullion in 4:03; 4:07.;;; 
1860-11-01_article_30	1860-11-01	article	NO HEADER	;;; Sentenced for life.;;; --In the Court of Over and Terminer at New York, Monday, Adam Jaeger, a tailor, convicted of the murder of Wm. Pebble, was sentenced to imprisonment for life.;;; Edward Hagdon, for the murder of John Cunningham, shared the same rate.;;; Both crimes were committed in quarrels, and resulted from the practice of carrying the knife.;;; Patrick Hennessy, fifty years of age, was sentenced to ten years imprisonment for firing his own store in order to obtain the insurance.;;; 
1860-11-01_article_31	1860-11-01	article	NO HEADER	;;; Awful accident.;;; --On Saturday last John Hardon, the proprietor of the "Morgan Steam Saw--Mill," about three miles from Georgetown, Del., was superintending the operations of a circular saw. By some means his foot slipped, throwing him directly in contact with the saw, which passed through his body in a few revolutions, severing the upper half from the lower, and throwing the heart, liver and entrails of the unfortunate man in all directions over the mill.;;; 
1860-11-01_article_32	1860-11-01	article	NO HEADER	;;; How to examine eggs.;;; --M. Labiche, a chemist, at Louviers, has found an easy way of discovering whether eggs are sound or not. He makes a solution of chloride of sodium (common salt) of a specific gravity represented by 1,040 (water being 1,000.) If an egg, thrown into this solution, sinks to the bottom, it is fresh enough to be boiled in the shell; it does not sink quite to the bottom, it is still fit to be eaten, but not under that form; and if it swims on the surface, it is decidedly spoilt.;;; 
1860-11-01_article_33	1860-11-01	article	NO HEADER	;;; Universal Negro Suffrage.;;; --At the next election in New York, a vote is to be taken upon the question of extending to colored voters the same rights which are now exercised by the whites.;;; Under the constitution of that State, as at present, the colored voter is required to possess real estate worth $250, to have been three years a citizen of the State, and one year resident in the district where he votes.;;; 
1860-11-01_article_34	1860-11-01	article	NO HEADER	;;; Lo, the poor African.;;; --The politicians are making a practical use of Sambo in Philadelphia.;;; It appears that of the fund contributed to aid the Black Republicans in the Pennsylvania election, $15,000 was collected from the negroes of that city.;;; The subscription list was headed by a negro lumberman for $1,000, followed by an oysterman and a salt maker of the same complexion for $500 each.;;; 
1860-11-01_article_35	1860-11-01	article	NO HEADER	;;; Arrival of the California Express.;;; --The California Pony Express, with San Francisco dates to the 17th, has arrived.;;; The returns of the Pennsylvania election were anxiously expected.;;; In the event of the Democrats having been defeated, the Republicans anticipate carrying California. Mr. Baker, United States Senator of Oregon, was stumping that State for Mr. Lincoln.;;; 
